cpf,idade,renda_anual,sexo
265.174.830-71,54,91427,Masculino
926.058.137-03,34,320181,Masculino
163.420.579-07,42,167623,Feminino
062.915.478-30,34,489763,Masculino
473.056.128-71,35,148444,Feminino
432.850.719-23,35,161042,Masculino
628.103.947-50,36,129923,Feminino
109.243.867-03,50,425642,Feminino
482.795.031-88,48,412200,Masculino
574.169.802-67,30,176042,Masculino
610.428.759-01,35,355877,Masculino
658.140.932-42,50,121578,Masculino
604.537.218-26,33,345988,Masculino
350.862.179-03,35,439311,Masculino
062.459.871-30,45,294408,Masculino
867.943.015-39,39,208552,Feminino
602.793.184-13,34,464039,Feminino
428.930.651-98,27,227598,Feminino
105.497.638-48,36,186127,Feminino
162.907.548-58,26,133315,Feminino
407.596.218-02,48,153376,Masculino
357.948.210-60,44,375144,Masculino
752.189.034-50,44,258297,Masculino
079.835.612-02,33,149925,Masculino
739.684.205-00,28,97088,Masculino
432.160.598-98,25,151755,Masculino
563.790.124-43,42,300000,Masculino
485.072.691-76,34,298302,Masculino
783.641.920-78,40,307876,Masculino
209.783.451-50,51,125289,Masculino
528.971.463-46,27,209717,Masculino
801.492.576-94,28,483560,Masculino
197.425.860-20,41,83589,Masculino
873.249.601-03,42,453551,Masculino
631.029.478-40,42,93178,Feminino
805.624.139-60,33,246294,Masculino
548.970.123-41,37,165111,Masculino
019.837.462-31,40,81698,Masculino
312.690.857-86,51,246902,Feminino
295.347.680-65,27,266278,Masculino
492.571.068-02,33,97168,Feminino
219.654.370-52,50,493786,Masculino
128.056.497-02,31,250809,Masculino
645.097.821-01,25,373724,Masculino
820.954.376-83,25,473453,Masculino
945.317.026-70,50,327919,Feminino
497.321.058-79,27,203405,Masculino
890.423.576-65,35,277371,Masculino
153.628.094-15,27,257052,Masculino
712.958.360-68,31,156778,Feminino
427.601.895-11,35,165429,Masculino
076.958.234-65,40,145284,Masculino
905.143.827-32,34,320507,Masculino
106.729.485-67,39,283872,Masculino
067.325.194-25,37,302979,Masculino
304.867.129-31,37,199348,Masculino
513.486.092-06,41,157503,Masculino
038.914.756-75,33,430962,Feminino
463.519.207-52,33,433289,Masculino
417.263.809-04,30,124922,Masculino
586.934.710-66,36,156346,Masculino
187.546.203-17,42,213439,Masculino
420.635.978-47,25,173548,Masculino
091.238.574-04,37,435745,Masculino
584.903.761-66,33,359072,Masculino
832.051.649-89,30,400232,Masculino
406.597.231-07,29,310019,Masculino
075.368.942-10,25,372310,Masculino
084.519.623-51,40,233331,Masculino
945.680.312-06,48,97004,Masculino
923.678.401-13,42,244840,Masculino
590.217.846-02,47,428661,Masculino
341.869.275-37,55,219702,Masculino
468.092.751-85,36,215189,Feminino
658.143.927-46,31,338200,Masculino
639.801.472-31,26,311198,Masculino
129.683.540-51,43,425563,Masculino
263.158.974-28,40,167682,Masculino
819.530.764-75,50,456350,Feminino
956.183.024-89,39,219666,Masculino
738.162.940-22,48,462489,Masculino
289.461.507-85,50,492254,Masculino
230.941.657-61,34,382741,Masculino
429.678.315-73,39,448929,Masculino
079.643.285-65,39,111940,Masculino
174.863.592-19,32,198737,Feminino
591.036.784-66,31,135478,Masculino
083.451.792-23,34,315564,Masculino
931.542.760-25,32,354326,Feminino
782.659.314-09,39,220410,Masculino
795.803.124-60,31,172737,Feminino
368.941.750-39,40,145823,Feminino
823.406.597-10,51,440498,Masculino
691.532.408-98,34,491664,Masculino
186.237.459-73,26,314532,Feminino
324.567.819-37,39,193078,Masculino
468.092.371-78,48,445696,Masculino
965.708.412-11,26,265553,Masculino
214.369.570-52,33,244389,Masculino
865.413.902-15,30,132302,Masculino
179.256.804-58,34,291990,Feminino
152.468.930-06,37,279011,Masculino
590.386.142-33,40,463251,Masculino
875.342.610-07,36,237503,Masculino
650.143.927-25,34,443398,Masculino
540.297.638-47,25,115738,Masculino
512.946.783-37,36,281605,Masculino
836.794.251-55,31,257255,Masculino
213.678.540-08,41,210492,Masculino
349.205.816-70,26,114896,Masculino
071.542.683-44,35,417523,Masculino
635.108.279-02,34,433048,Masculino
081.695.274-49,42,357747,Masculino
590.714.862-49,35,217109,Masculino
135.276.490-34,51,201429,Masculino
394.108.657-00,27,191404,Feminino
650.793.124-16,37,388564,Feminino
682.135.947-46,27,320973,Masculino
615.082.379-21,35,475147,Masculino
741.530.826-35,41,373406,Masculino
126.357.948-55,39,152317,Masculino
765.892.301-02,46,245686,Masculino
139.845.267-09,42,385133,Masculino
607.432.819-69,32,323185,Masculino
246.193.705-25,27,433435,Masculino
581.607.923-95,34,136505,Masculino
856.174.903-20,39,486237,Masculino
214.879.053-60,41,194766,Masculino
941.608.257-02,35,133601,Masculino
158.067.932-30,35,453437,Feminino
086.327.491-96,27,299123,Masculino
961.705.328-40,32,410878,Feminino
483.796.025-10,40,421209,Feminino
048.265.391-42,49,117048,Feminino
184.302.765-80,27,112205,Masculino
409.867.213-87,34,357534,Masculino
085.147.239-79,52,155606,Feminino
109.854.627-01,29,346257,Feminino
685.142.739-73,39,320681,Masculino
495.603.728-74,29,120279,Masculino
740.361.895-57,28,107051,Masculino
958.326.041-05,36,416419,Masculino
841.296.735-64,40,209903,Masculino
917.485.026-11,34,394175,Feminino
260.748.531-26,36,115585,Masculino
562.840.973-10,36,252851,Feminino
940.265.871-85,37,253121,Masculino
012.963.845-51,46,159476,Masculino
742.390.615-80,42,392640,Masculino
627.583.940-65,28,238531,Masculino
148.395.672-55,41,424472,Masculino
925.846.371-46,35,438350,Feminino
421.378.905-50,52,333476,Masculino
670.924.531-43,28,215708,Masculino
823.764.905-29,40,402776,Masculino
023.849.715-14,28,221382,Masculino
749.285.103-05,35,208597,Masculino
370.691.528-68,44,349415,Feminino
564.081.327-07,37,177198,Feminino
709.635.128-03,37,352512,Feminino
934.172.586-00,33,170911,Masculino
246.987.513-73,30,426324,Masculino
947.012.563-07,27,125303,Feminino
571.823.906-12,48,366492,Masculino
618.437.025-17,26,317938,Feminino
542.017.836-26,31,364787,Masculino
389.720.164-03,33,372144,Masculino
874.612.530-26,36,176893,Masculino
079.642.815-85,25,145928,Masculino
850.723.491-79,30,330253,Masculino
541.369.780-57,31,487467,Masculino
984.350.627-83,40,320242,Masculino
513.087.946-57,37,304147,Masculino
563.741.920-52,31,261927,Masculino
043.578.129-41,40,402255,Masculino
316.425.798-82,41,170208,Masculino
167.425.093-25,53,149836,Masculino
862.437.015-90,39,110356,Feminino
026.189.534-60,39,360412,Masculino
174.986.352-91,33,474303,Feminino
643.789.125-46,40,136114,Masculino
398.250.674-38,30,129061,Masculino
673.450.192-25,27,91350,Masculino
043.917.526-70,33,93706,Masculino
546.738.910-66,29,343074,Masculino
869.501.234-42,28,223902,Masculino
643.710.259-43,27,278497,Masculino
035.128.964-05,34,461466,Masculino
857.649.130-39,43,481576,Masculino
730.192.865-30,30,233021,Feminino
381.075.246-08,27,212458,Feminino
632.804.719-31,42,447986,Masculino
485.693.701-48,27,234697,Masculino
695.203.147-25,29,189835,Masculino
534.018.672-53,35,373223,Feminino
612.409.573-43,39,213037,Masculino
352.480.967-74,25,383317,Masculino
860.315.724-35,31,168874,Masculino
579.302.684-38,28,343847,Masculino
813.409.756-10,37,383885,Masculino
062.941.753-99,34,465564,Masculino
926.471.350-61,33,484269,Masculino
843.971.052-60,26,209125,Masculino
320.619.587-02,45,455162,Masculino
762.095.413-99,33,439524,Feminino
671.920.853-59,37,281433,Masculino
791.804.326-03,31,379722,Masculino
514.807.329-23,40,331709,Feminino
124.609.835-06,36,184173,Masculino
284.510.793-50,30,256730,Masculino
306.984.172-40,42,205325,Feminino
497.520.638-29,34,270966,Masculino
542.831.976-37,27,276793,Feminino
495.708.362-29,42,119353,Feminino
816.740.932-50,28,288748,Feminino
894.120.756-85,26,490516,Masculino
682.497.013-13,49,433330,Feminino
348.269.075-83,26,270769,Masculino
478.569.321-55,26,359008,Masculino
682.104.593-33,28,242196,Masculino
842.659.301-15,36,341642,Masculino
915.083.764-84,34,216483,Masculino
931.675.240-06,34,462530,Feminino
768.901.354-66,31,91364,Feminino
984.736.250-56,28,101486,Masculino
189.460.523-33,29,225142,Masculino
526.930.178-40,27,371747,Masculino
042.583.976-10,31,337609,Masculino
981.230.654-42,32,243024,Masculino
610.945.873-20,29,306203,Masculino
984.730.251-05,33,364073,Masculino
267.514.908-01,47,155506,Masculino
250.748.196-01,39,459726,Masculino
716.820.345-26,28,409963,Masculino
410.537.268-80,29,180859,Masculino
173.805.624-44,39,221011,Masculino
670.935.418-01,25,332379,Masculino
431.865.207-62,36,328768,Feminino
173.624.850-26,52,214042,Feminino
562.741.390-52,40,236915,Masculino
123.048.975-41,30,301552,Feminino
629.835.074-83,28,215129,Feminino
308.759.412-14,29,415375,Feminino
632.940.578-65,53,340761,Masculino
298.307.514-14,40,346895,Masculino
213.095.648-33,37,236815,Masculino
425.189.706-49,47,458183,Feminino
706.238.419-40,37,349671,Masculino
932.058.641-15,40,176359,Masculino
153.892.674-19,37,427220,Masculino
104.937.586-66,39,240354,Feminino
381.526.047-71,44,102313,Masculino
608.794.152-58,43,93976,Masculino
951.460.237-43,26,192875,Masculino
705.238.149-41,35,314102,Masculino
253.874.916-64,25,457014,Masculino
168.234.907-13,37,336683,Masculino
627.531.094-43,37,406317,Masculino
346.790.821-78,43,251018,Masculino
436.921.857-82,36,345496,Masculino
859.017.432-88,29,298655,Feminino
925.087.413-88,54,269443,Masculino
735.198.206-68,30,498527,Masculino
539.107.642-07,34,216135,Masculino
603.921.854-15,45,363995,Masculino
679.058.134-01,35,297196,Masculino
257.361.984-28,34,437561,Masculino
640.158.237-53,43,101146,Masculino
470.268.139-78,34,180130,Masculino
491.758.063-39,48,309413,Masculino
706.129.435-34,34,374447,Masculino
849.520.376-65,37,402854,Feminino
947.186.523-91,29,403408,Masculino
308.796.452-29,31,338454,Feminino
746.983.025-10,51,351214,Masculino
930.672.815-86,53,239487,Masculino
456.739.028-83,31,241984,Feminino
250.713.946-34,27,222904,Masculino
017.495.683-57,43,277729,Feminino
964.510.723-70,45,356711,Masculino
490.123.675-06,33,328239,Feminino
719.035.642-80,35,155665,Masculino
507.689.134-20,49,234255,Masculino
571.304.296-07,28,410914,Masculino
043.187.296-13,49,379014,Masculino
836.401.752-71,33,391995,Masculino
097.413.685-93,37,495905,Masculino
613.247.809-40,42,116656,Masculino
607.325.948-47,30,285991,Masculino
691.078.524-01,28,222051,Feminino
702.539.841-14,34,111246,Masculino
190.354.826-89,31,272763,Masculino
108.536.492-51,39,285123,Masculino
568.130.479-57,42,383195,Masculino
106.395.847-48,29,225906,Masculino
126.583.940-98,33,496802,Feminino
456.903.217-61,43,298233,Masculino
701.598.634-57,48,83071,Masculino
810.796.245-11,34,240258,Masculino
427.365.109-25,33,97247,Masculino
720.386.951-21,40,223511,Masculino
937.280.615-30,39,299699,Masculino
578.321.604-62,32,250675,Masculino
438.062.975-92,35,380062,Masculino
713.498.205-04,40,316540,Masculino
458.237.019-50,30,387065,Masculino
602.157.348-07,41,221283,Masculino
096.827.314-96,26,440185,Masculino
751.804.396-39,48,408322,Masculino
540.269.178-94,37,159290,Masculino
148.736.905-01,31,265276,Masculino
579.312.604-06,39,133897,Masculino
630.975.148-48,40,85405,Masculino
916.705.248-76,39,155230,Masculino
032.167.984-96,27,176116,Masculino
642.398.015-24,33,243848,Masculino
321.985.740-04,36,238199,Masculino
213.047.589-23,29,467446,Masculino
871.264.530-35,37,294157,Feminino
109.647.253-80,25,411202,Masculino
625.108.497-94,32,93899,Masculino
320.514.789-88,37,116866,Masculino
097.563.821-12,34,299324,Masculino
609.142.587-02,42,178500,Masculino
732.504.691-06,34,126495,Masculino
207.985.314-79,47,250118,Masculino
480.639.517-00,28,197279,Feminino
314.978.056-00,34,213897,Masculino
025.937.481-41,41,250799,Masculino
987.053.162-86,27,438251,Masculino
180.643.752-07,55,494314,Masculino
285.460.793-74,40,213221,Masculino
053.619.748-20,30,359961,Masculino
608.423.975-74,39,448810,Masculino
473.596.210-70,33,335075,Masculino
086.325.471-35,28,327666,Masculino
862.735.410-35,34,177510,Masculino
781.692.453-46,42,406523,Feminino
730.958.612-30,42,307033,Masculino
903.175.628-86,37,171486,Masculino
723.650.148-44,31,452281,Masculino
397.158.206-03,43,190059,Masculino
530.641.728-08,28,462612,Masculino
321.798.456-00,42,338290,Masculino
376.952.018-12,34,391813,Masculino
703.194.562-34,34,290033,Masculino
319.624.085-15,31,249315,Masculino
921.547.603-25,37,283741,Masculino
597.206.431-61,37,296911,Masculino
391.802.476-87,28,476784,Feminino
420.963.871-40,31,275065,Masculino
032.159.648-05,34,121142,Masculino
275.398.604-56,34,89410,Masculino
304.781.596-84,44,270507,Feminino
314.768.502-08,40,176159,Masculino
607.892.315-30,30,231548,Masculino
082.394.756-47,40,110842,Masculino
735.140.986-20,43,190017,Masculino
319.765.480-39,41,164763,Masculino
956.784.201-94,36,226047,Masculino
169.075.843-01,26,246102,Masculino
240.613.957-34,26,431602,Masculino
950.743.812-23,48,383507,Feminino
847.509.612-30,33,176818,Feminino
647.095.821-49,29,310573,Masculino
182.409.567-85,25,410985,Feminino
968.015.324-05,28,210141,Masculino
963.721.045-80,30,178286,Masculino
124.603.859-51,37,248252,Masculino
348.026.179-50,34,115928,Masculino
190.485.362-51,28,100646,Feminino
873.145.609-00,43,206784,Masculino
071.865.432-35,29,343488,Masculino
129.374.058-60,41,280854,Feminino
650.824.391-89,31,140550,Masculino
716.452.930-25,35,132855,Masculino
063.597.814-84,27,362537,Feminino
790.528.163-95,33,373650,Feminino
935.081.674-10,28,352254,Feminino
782.964.103-03,40,309965,Masculino
280.469.317-13,31,390392,Masculino
763.019.245-25,27,241120,Masculino
876.345.210-35,27,361254,Feminino
195.206.483-05,28,256520,Feminino
398.276.541-28,46,368337,Masculino
357.690.214-70,29,123013,Masculino
487.052.913-05,35,339663,Masculino
637.412.908-31,48,411093,Masculino
528.964.170-01,51,422374,Masculino
651.723.489-64,33,173784,Feminino
467.830.921-78,40,223233,Feminino
927.810.643-78,28,209614,Masculino
235.684.019-24,39,406079,Masculino
139.470.685-57,39,110174,Masculino
238.690.145-98,34,489439,Masculino
936.782.051-86,26,143329,Masculino
439.620.758-10,32,198160,Masculino
598.734.620-74,26,311683,Masculino
924.605.317-61,41,93806,Masculino
805.126.937-30,34,141950,Masculino
457.920.683-56,35,85155,Feminino
457.810.936-48,37,191692,Feminino
689.512.340-70,43,459657,Feminino
904.321.678-03,33,232782,Masculino
605.493.821-51,43,313391,Masculino
593.702.614-43,27,494723,Feminino
495.276.013-80,35,199643,Feminino
451.629.387-00,42,126455,Masculino
136.874.092-87,39,284024,Feminino
406.751.928-11,30,299882,Feminino
436.752.910-06,28,123051,Masculino
497.835.102-23,43,278742,Masculino
951.284.306-42,39,143172,Masculino
071.456.283-17,40,176626,Masculino
508.693.124-05,27,304887,Feminino
094.312.568-51,37,337175,Masculino
675.842.013-26,32,276266,Masculino
438.092.156-51,41,306291,Masculino
237.450.961-34,34,186802,Masculino
905.283.714-79,42,105862,Feminino
534.791.682-64,37,482955,Masculino
476.801.935-84,40,391005,Feminino
341.857.920-50,49,126658,Masculino
380.749.561-48,30,113059,Feminino
193.472.806-31,36,91931,Masculino
694.810.235-24,33,116174,Masculino
674.901.253-16,37,305464,Masculino
785.104.263-17,37,100539,Feminino
234.716.508-90,41,485098,Masculino
720.563.481-44,37,441590,Masculino
532.708.469-83,51,447938,Masculino
940.685.172-58,42,175169,Masculino
974.023.156-06,33,148780,Feminino
650.218.347-62,43,264220,Masculino
531.086.249-89,36,100429,Masculino
579.064.823-10,28,292749,Masculino
370.914.628-31,37,493262,Masculino
921.840.675-20,39,107984,Masculino
056.489.172-01,40,442320,Feminino
735.180.964-00,41,158548,Masculino
581.046.732-62,30,309552,Masculino
153.087.962-03,33,341460,Masculino
470.326.591-52,35,364875,Masculino
237.509.814-50,36,179204,Feminino
879.503.426-92,30,304724,Masculino
378.605.192-59,29,169798,Masculino
174.052.893-04,40,410252,Masculino
703.896.521-21,34,201512,Feminino
257.380.149-79,55,180150,Masculino
753.164.980-20,30,462066,Feminino
092.853.146-51,36,346131,Masculino
361.502.479-61,25,115647,Feminino
810.723.946-69,33,377276,Masculino
382.674.591-46,46,328539,Feminino
041.627.953-80,33,354164,Feminino
072.546.839-47,34,364089,Masculino
297.016.384-50,42,176780,Masculino
162.054.798-85,37,82630,Feminino
925.367.184-09,34,332665,Masculino
359.621.874-82,33,294191,Masculino
071.962.538-68,34,168528,Feminino
298.743.651-37,28,136983,Feminino
602.783.145-62,39,321893,Feminino
817.956.403-75,41,126609,Masculino
974.853.160-01,34,364983,Masculino
217.693.408-31,51,352666,Masculino
496.051.827-85,45,461600,Masculino
720.961.853-86,47,224506,Masculino
975.614.280-49,44,405131,Masculino
830.256.417-62,32,472445,Masculino
076.582.394-29,39,236170,Masculino
830.251.947-23,36,90423,Masculino
932.587.104-14,43,268751,Feminino
579.362.108-30,27,199870,Masculino
465.827.039-00,33,478334,Feminino
314.098.257-79,27,351784,Masculino
780.613.295-30,53,459808,Masculino
483.970.652-29,30,454012,Masculino
809.364.275-74,29,265997,Feminino
204.576.398-65,39,327950,Masculino
816.529.704-01,32,167447,Masculino
694.137.528-00,33,185643,Masculino
932.168.405-06,40,171166,Masculino
236.908.457-00,35,381405,Feminino
